Proben-ID;Anlagennummer;Probe aus;Ölmenge im System;Dimension;Ölbezeichnung;Datum Probenentnahme;Datum letzter Ölwechsel;Nachfüllmenge seit Wechsel;Dimension;Laufzeit seit Wechsel;Dimension;Laufzeit gesamt;Dimension;Wasser K. F.;
1241645;269129;WEA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2010-07-08;2007-11-26;;;;;65581;h;97;ppm
1807918;269129;WEA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2013-09-11;2007-11-23;;;;;91498;h;111;ppm
1919104;269129;WEA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2014-03-26;2007-11-26;;;;;96081;h;130;ppm
2025696;269129;WEA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2014-10-01;2014-07-19;;;;;99469;h;236;ppm
1670448;271678;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2012-12-18;;;;;;;;169;ppm
1378949;271678;WKA-Hauptgetriebe;110;l;Addinol Eco Gear 320 S;2011-05-12;;;l;;;45111;;219;ppm
1570407;271678;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2012-05-30;;;;;;54263;;231;ppm
1411673;294832;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-12;2009-06-17;;l;;;69921;h;50;ppm
1336582;294832;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-02-23;2009-06-17;;l;;;66440;h;116;ppm
1297006;294832;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-11-02;;;;;;;;143;ppm
1680887;339374;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2013-01-16;2009-03-04;60;l;;;79168;h;104;ppm
1220927;339374;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-04-27;2009-03-04;;;;;56320;h;161;ppm
1873326;339374;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-12-13;;;;;;86879;h;178;ppm
1557808;339374;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2012-05-23;2009-03-04;;l;;;73695;h;185;ppm
1303728;339374;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-12-01;2002-03-04;;;;;61334;h;188;ppm
1476344;339374;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2011-12-19;2009-03-04;;l;22701;h;70102;h;208;ppm
1388222;339374;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;;;;;;;;;224;ppm
1769956;339374;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-05-18;2009-03-04;;;;;82007;h;242;ppm
1405384;347405;Wind turbine - main gear;180;;Addinol Eco Gear 320 S;2011-07-27;;;;;;109974;h;102;ppm
1320820;347405;Wind turbine - main gear;180;;Addinol Eco Gear 320 S;2011-01-19;;;;;;106106;h;143;ppm
1091732;347405;Wind turbine - main gear;180;;Addinol Eco Gear 320 S;2009-06-09;2008-08-22;;;;;91648;h;159;ppm
1247967;347405;Wind turbine - main gear;180;;Addinol Eco Gear 320 S;2010-07-21;;;;;;;;258;ppm
1942966;350219;Wind turbine - main gear;90;;Addinol Eco Gear 320 S;2014-05-07;;;;;;;;50;ppm
1736841;350219;Wind turbine - main gear;90;;Addinol Eco Gear 320 S;2013-04-29;2011-07-13;;;;;102852;h;159;ppm
1839520;350219;Wind turbine - main gear;90;;Addinol Eco Gear 320 S;2013-11-04;;;;;;;;165;ppm
1637487;350219;Wind turbine - main gear;90;;Addinol Eco Gear 320 S;2012-11-03;2011-07-11;;;;;100217;h;207;ppm
1443725;350219;Wind turbine - main gear;90;;Addinol Eco Gear 320 S;2011-10-20;2011-07-13;;;;;89606;h;246;ppm
1354321;371718;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-03-29;2009-06-16;;;;;68989;h;91;ppm
1511671;371718;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-03-03;2009-06-16;;l;;;76770;h;106;ppm
1296971;371718;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-11-04;2009-06-16;;;;;65556;h;153;ppm
1772809;371718;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2013-04-03;2009-06-16;;;;;85311;h;257;ppm
1418845;371718;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-23;2009-06-10;;l;;;72457;h;272;ppm
1511675;371722;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-03-05;2009-06-17;;;22174;h;76475;h;108;ppm
1296967;371722;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-10-30;2009-06-17;;;;;68899;h;134;ppm
1417560;371722;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-25;2009-06-17;;l;;;72050;h;191;ppm
1772796;371722;WKA-Hauptgetriebe;360;;Addinol Eco Gear 320 S;2013-04-12;2009-06-17;;;;;85578;h;267;ppm
1511679;371723;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-03-05;2009-06-16;;l;;;21636;h;53;ppm
1346602;371723;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-03-10;2009-06-16;;;;;69074;h;140;ppm
1612643;371723;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-09-11;2009-06-16;;;;;81121;h;142;ppm
1296966;371723;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-11-10;;;;;;66801;h;145;ppm
1417556;371723;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-08-25;2009-09-01;;;;;77528;h;235;ppm
1772807;371723;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2013-04-22;2009-06-16;;;;;86074;h;278;ppm
1411671;371727;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-09;2009-06-17;;l;;;71703;h;109;ppm
1511673;371727;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-03-03;2009-05-15;;;22364;h;76538;h;120;ppm
1612640;371727;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-09-03;2009-06-17;10;l;26276;h;80577;h;140;ppm
1600514;371727;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-08-22;2009-06-17;30;l;;;79685.7;h;270;ppm
1297007;376177;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-10-28;2009-06-17;;;;;65530;h;150;ppm
1511670;376177;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-02-29;2009-05-15;;;;;76464;h;154;ppm
1421961;376177;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-30;2009-06-17;;l;;;72384;h;185;ppm
1598690;376177;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-08-15;2009-06-17;;;;;80275;h;188;ppm
1772795;376177;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2013-04-15;2009-06-17;;;;;85739;h;291;ppm
1941354;378019;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-05-06;2012-01-31;;;;;50340;;139;ppm
2045152;378019;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-10-31;2012-01-31;;;;;40100;h;153;ppm
1858791;378019;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2013-11-26;2012-01-31;;;;;33797;;167;ppm
1941356;378020;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-05-05;2012-01-31;;;;;49434;;114;ppm
1858792;378020;Énergie éolienne ligne - engrenage principale;440;l;Addinol Eco Gear 320 S;2013-11-22;2012-01-31;440;l;;;33858;;162;ppm
2045150;378020;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-10-29;2012-01-31;;;;;39501;h;198;ppm
1941358;378022;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-04-30;2012-02-01;;;;;50611;;128;ppm
1858794;378022;Énergie éolienne ligne - engrenage principale;;;Addinol Eco Gear 320 S;;2012-02-01;;;;;34185;;224;ppm
2045147;378022;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-10-21;2012-02-01;;;;;40832;;267;ppm
1941357;378023;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-04-25;2012-02-01;;;;;50381;h;139;ppm
1858793;378023;Énergie éolienne ligne - engrenage principale;;l;Addinol Eco Gear 320 S;2013-11-19;2012-02-01;440;l;;;34261;;148;ppm
2045149;378023;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-10-16;2014-02-01;;;;;40446;;294;ppm
1941355;378025;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-04-29;2012-01-31;;;;;50477;;136;ppm
1858795;378025;Énergie éolienne ligne - engrenage principale;;l;Addinol Eco Gear 320 S;2013-11-06;2012-01-31;440;l;;;35155;;179;ppm
2045151;378025;Énergie éolienne ligne - engrenage principale;440;;Addinol Eco Gear 320 S;2014-10-13;2012-01-31;;;;;1230;h;314;ppm
1578899;378559;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-05-31;;;;;;93989;h;188;ppm
1304862;378559;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-10-21;2008-11-07;;;;;;;256;ppm
1414588;378559;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-07-21;2009-11-07;;;;;86580;h;386;ppm
1342782;379302;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-03-08;2009-06-17;;;;;68420;h;120;ppm
1296968;379302;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-10-27;2009-06-17;;;;;65596;h;140;ppm
1598694;379302;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-08-14;2009-06-17;;;;;80657;h;180;ppm
1773067;379302;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2013-04-23;2009-06-17;;;;;86259;h;256;ppm
1418848;379302;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-25;2009-06-17;;l;;;72416;h;300;ppm
1304863;379440;WKA-Hauptgetriebe;200;;Addinol Eco Gear 320 S;2010-10-28;2008-11-05;;;;;;;206;ppm
1578885;379440;WKA-Hauptgetriebe;200;;Addinol Eco Gear 320 S;2012-05-30;;;;;;96412;h;277;ppm
1414648;379440;WKA-Hauptgetriebe;200;;Addinol Eco Gear 320 S;2011-08-02;2008-11-08;;;;;89431;h;392;ppm
1578898;379445;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-05-09;;;;;;;;227;ppm
1304866;379445;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-10-22;2008-11-04;;;;;;;246;ppm
1414578;379445;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-06-23;;;;;;85611;h;404;ppm
1211132;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-04-20;2009-03-04;;;;;;;74;ppm
1680854;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-01-17;2009-03-04;;;;;80088;h;89;ppm
1388227;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2011-05-21;2010-03-04;;;;;65818.4;h;145;ppm
1472312;391244;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2011-12-14;2009-03-04;;l;70714;h;23439;h;174;ppm
1873318;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-12-11;2009-03-04;;;;;87493.2;h;180;ppm
1769957;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-05-23;2009-03-04;;;;;83009;h;193;ppm
1557807;391244;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2012-05-22;2009-03-04;;l;;;74502;h;201;ppm
1303746;391244;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-11-19;2009-03-04;;;;;61698;h;234;ppm
1545917;391891;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-05-09;2009-06-24;;l;;;23455;h;116;ppm
1281363;391891;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-09-16;;;;;;13216092;kWh;141;ppm
1365509;391891;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-04-05;2009-07-30;;;;;70871;h;167;ppm
1229064;391891;WKA-Hauptgetriebe;350;l;Addinol Eco Gear 320 S;2010-06-08;2009-06-24;;l;7278.3;h;63867.3;h;182;ppm
1695246;391891;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-12-03;2009-07-30;;l;;;84575;h;188;ppm
1484911;391891;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2011-10-05;2009-07-30;;;;;75059;h;217;ppm
1511676;397260;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2012-03-01;2009-06-16;;;22419;h;77142;h;117;ppm
1612651;397260;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2012-09-05;2009-06-16;;l;26779;h;81502;h;136;ppm
1296970;397260;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2010-11-09;2009-06-16;;;;;66601;h;181;ppm
1417559;397260;WKA-Hauptgetriebe;345;l;Addinol Eco Gear 320 S;2011-08-23;2009-04-16;;l;;;73107;h;223;ppm
1772977;397260;WKA-Hauptgetriebe;345;;Addinol Eco Gear 320 S;2013-04-04;2009-06-16;;;;;86206;h;247;ppm
1509976;398368;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2012-01-17;;;l;;;41354;h;180;ppm
2012756;398368;WKA-Hauptgetriebe;320;l;Addinol Eco Gear 320 S;2014-08-12;;;l;;;63080;;229;ppm
1603094;398368;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2012-07-31;2009-09-25;;l;;;45776;h;249;ppm
1357154;398368;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2011-03-15;2011-03-08;;l;;;34135;h;267;ppm
1437205;398368;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2011-09-14;;;l;;;1;a;362;ppm
1704867;398369;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2013-02-06;2012-04-18;;l;;;50860;h;137;ppm
1269232;398369;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2010-09-06;2009-11-13;;l;68;h;30469;h;198;ppm
1427767;398369;WKA-Hauptgetriebe;330;;Addinol Eco Gear 320 S;2011-08-24;2011-01-11;;;;;38431;h;312;ppm
1080769;400631;WKA-Hauptgetriebe;160;l;Addinol Eco Gear 320 S;2009-04-11;2008-01-18;110;l;8937;h;63476;h;226;ppm
1578892;400631;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-06-04;;;;;;89456;h;245;ppm
1414572;400631;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-06-22;2009-03-25;;;;;81975;h;489;ppm
1388241;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2011-05-18;2009-03-15;;;;;65813.2;h;87;ppm
1696391;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-01-24;;;;;;79829;h;130;ppm
1873338;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-12-14;;;;;;86998;h;158;ppm
1476346;413021;WKA-Hauptgetriebe;450;l;Addinol Eco Gear 320 S;2011-12-21;2009-03-05;;l;;;70878;h;163;ppm
1557802;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2012-05-24;;;;;;74357;h;166;ppm
1220963;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-05-10;2009-03-05;;;;;57273;h;173;ppm
1312722;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2010-11-30;2009-03-05;;;;;7.5;a;201;ppm
1769955;413021;WKA-Hauptgetriebe;450;;Addinol Eco Gear 320 S;2013-05-24;2009-03-05;;;;;82498;h;230;ppm
1552669;496372;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2012-05-23;2011-07-14;;l;;;814931;h;119;ppm
1309850;496372;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2010-12-16;2010-12-16;;;;;69242;h;121;ppm
1621934;496372;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2012-10-01;2011-07-14;;l;;;84565;h;169;ppm
1415868;496372;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2011-08-15;2011-07-14;;l;;;74789;h;237;ppm
1368535;496372;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2011-03-02;2010-12-16;;;;;;;300;ppm
1772998;496372;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2013-04-05;;;;;;88985;h;308;ppm
1350158;496377;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2011-03-16;2010-12-16;;;;;;;111;ppm
1552674;496377;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2012-05-21;2010-12-16;;l;;;76957.4;h;142;ppm
1310788;496377;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2010-12-16;2010-12-16;;;;;64949;h;151;ppm
1621939;496377;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2012-10-04;2010-12-16;;l;;;79991;h;155;ppm
1415864;496377;WKA-Hauptgetriebe;370;l;Addinol Eco Gear 320 S;2011-08-17;2010-12-16;;l;5478;h;70427;h;211;ppm
1289995;496377;WKA-Hauptgetriebe;370;;Addinol Eco Gear 320 S;2010-09-29;2007-05-09;;;28012;h;63298;h;223;ppm
1887430;569625;Wind turbine - main gear;170;;Addinol Eco Gear 320 S;2014-01-28;2012-09-13;;;;;5155503;kWh;100;ppm
1795751;569625;Wind turbine - main gear;170;;Addinol Eco Gear 320 S;2013-08-14;2012-09-19;;;42610352;kWh;;;157;ppm
1616534;569625;Wind turbine - main gear;170;;Addinol Eco Gear 320 S;2012-09-12;2012-09-12;;;;;;;243;ppm
1690798;569625;Wind turbine - main gear;170;;Addinol Eco Gear 320 S;2013-01-22;2012-09-13;;;40876565;kWh;83792;;252;ppm
1598864;569625;Wind turbine - main gear;170;;Addinol Eco Gear 320 S;2012-08-08;2012-04-01;;;39441700;kWh;75949;;306;ppm
1690799;569627;Wind turbine - main gear;230;;Addinol Eco Gear 320 S;2013-02-04;2011-09-23;;;230911;kWh;37291084;kWh;58;ppm
1500069;569627;Wind turbine - main gear;;;Addinol Eco Gear 320 S;2012-02-09;2011-09-23;;;39594708;;104977;;103;ppm
1899367;569627;Wind turbine - main gear;230;l;Addinol Eco Gear 320 S;2014-02-13;2011-09-23;230;l;;;40649463;kWh;176;ppm
1598834;569627;Wind turbine - main gear;320;;Addinol Eco Gear 320 S;2012-08-15;2011-06-30;;;;;109510;h;213;ppm
1470914;569627;Wind turbine - main gear;;l;Addinol Eco Gear 320 S;2011-12-05;;230;l;33571538;kWh;103415;;215;ppm
1814493;569627;Wind turbine - main gear;230;;Addinol Eco Gear 320 S;2013-09-16;2011-09-23;;;;;38904541;kWh;232;ppm
2107596;742336;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2015-02-16;2011-01-01;35;l;45180;h;68106;h;101;ppm
2006943;742336;WKA-Hauptgetriebe;330;l;Addinol Eco Gear 320 S;2014-08-28;2011-01-01;20;l;23328;h;64137;h;106;ppm
2052512;742336;WKA-Hauptgetriebe;330;;Addinol Eco Gear 320 S;2014-11-12;2011-01-01;;;25008;h;65895;h;118;ppm